"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"CAA20110060","CANYON CREEK SENIOR HOUSING","4803 EL CANON AVE","CALABASAS","CA","91302","Los Angeles County","75","74","Not Indicated"
"CAA20110065","CARSON CITY CENTER SENIOR HOUSING","720 E CARSON ST","CARSON","CA","90745","Los Angeles County","86","85","Not Indicated"
"CAA20110092","CORONADO PLAZA","2614 W SEVENTH ST","LOS ANGELES","CA","90057","Los Angeles County","67","67","Not Indicated"
"CAA20110093","COURIER PLACE APTS","111 S COLLEGE AVE","CLAREMONT","CA","91711","Los Angeles County","74","75","Not Indicated"
"CAA20110110","DANA STRAND SENIOR APTS","410 HAWAIIAN AVE","WILMINGTON","CA","90744","Los Angeles County","100","99","Not Indicated"
"CAA20110145","FORD APTS","1000 E SEVENTH ST","LOS ANGELES","CA","90021","Los Angeles County","151","150","Not Indicated"
"CAA20110160","GLASSELL PARK COMMUNITY HOUSING","3000 VERDUGO RD","LOS ANGELES","CA","90065","Los Angeles County","50","49","Not Indicated"
"CAA20110167","GLENOAKS GARDENS","8925 GLENOAKS BLVD","SUN VALLEY","CA","91352","Los Angeles County","60","60","Not Indicated"
"CAA20110205","JUANITA VILLAS","335 N JUANITA AVE","LOS ANGELES","CA","90004","Los Angeles County","49","48","Not Indicated"
"CAA20110265","LORENA APTS","3327 SABINA ST","LOS ANGELES","CA","90023","Los Angeles County","112","111","Not Indicated"
"CAA20110290","MAYA TOWN HOMES","306 W 120TH ST","LOS ANGELES","CA","90061","Los Angeles County","21","20","Not Indicated"
"CAA20110308","MONTECITO TERRACES","14655 BLYTHE ST","PANORAMA CITY","CA","91402","Los Angeles County","96","96","Not Indicated"
"CAA20110310","MOSAIC APTS","1521 W PICO BLVD","LOS ANGELES","CA","90015","Los Angeles County","56","55","Not Indicated"
"CAA20110343","PALACE HOTEL","2640 E ANAHEIM ST","LONG BEACH","CA","90804","Los Angeles County","13","13","Not Indicated"
"CAA20110365","PATH VILLAS OSAGE APTS","812 S OSAGE AVE","INGLEWOOD","CA","90301","Los Angeles County","20","19","Not Indicated"
"CAA20110370","PROFESSIONAL HOUSING & DEVELOPMENT APTS","1020 S KINGSLEY DR","LOS ANGELES","CA","90006","Los Angeles County","83","82","Not Indicated"
"CAA20110375","PROVIDENCE GARDENS","1011 PINE AVE","LONG BEACH","CA","90813","Los Angeles County","200","198","Not Indicated"
"CAA20110435","SEASONS AT COMPTON","15810 S FRAILEY AVE","COMPTON","CA","90221","Los Angeles County","84","83","Not Indicated"
"CAA20110480","THE CROSSINGS AT NORTH HILLS","9333 SEPULVEDA BLVD","NORTH HILLS","CA","91343","Los Angeles County","38","37","Not Indicated"
"CAA20110482","CROSSINGS ON 29TH STREET","828 E 29TH ST","LOS ANGELES","CA","90011","Los Angeles County","33","33","Not Indicated"
"CAA20110484","CUATRO VIENTOS","5331 HUNTINGTON DR N","LOS ANGELES","CA","90032","Los Angeles County","24","24","Not Indicated"
"CAA20110522","VENDOME PALMS APTS","975 N VENDOME ST","LOS ANGELES","CA","90026","Los Angeles County","35","35","Not Indicated"
"CAA20110605","LA PRO APTS","249 N JUANITA AVE","LOS ANGELES","CA","90004","Los Angeles County","124","119","Not Indicated"
"CAA20110663","WADSWORTH PARK APTS","1033 E 43RD ST","LOS ANGELES","CA","90011","Los Angeles County","21","20","Not Indicated"
"CAA20110819","TOBERMAN VILLAGE","142 W SANTA CRUZ ST","SAN PEDRO","CA","90731","Los Angeles County","49","48","Not Indicated"
"CAA20110826","ENCANTO COURT","1345 W 105TH ST","LOS ANGELES","CA","90044","Los Angeles County","62","61","Not Indicated"
"CAA20110829","YOUNG BURLINGTON APTS","820 S BURLINGTON AVE","LOS ANGELES","CA","90057","Los Angeles County","21","20","Not Indicated"
"CAA20110830","36TH ST & BROADWAY APTS","4775 S BROADWAY","LOS ANGELES","CA","90037","Los Angeles County","27","25","Not Indicated"
"CAA20110834","WESTSIDE II","725 HINDRY AVE","INGLEWOOD","CA","90301","Los Angeles County","196","196","Not Indicated"
"CAA20110835","THE SAGEBRUSH OF DOWNTOWN II","725 W MILLING ST","LANCASTER","CA","93534","Los Angeles County","40","39","Not Indicated"
"CAA20110836","MY TOWN HOMES","12015 S FIGUEROA ST","LOS ANGELES","CA","90061","Los Angeles County","21","20","Not Indicated"
"CAA20110838","SAGEBRUSH OF DOWNTOWN","44825 ELM AVE","LANCASTER","CA","93534","Los Angeles County","21","20","Not Indicated"
"CAA20110841","THE VILLAS AT GOWER","1726 N GOWER ST","LOS ANGELES","CA","90028","Los Angeles County","70","69","Not Indicated"
"CAA20120020","CAMPUS COMMONS","16 CAMPUS DR","ARCADIA","CA","91007","Los Angeles County","42","42","Not Indicated"
"CAA20120050","EAST CARSON HOUSING","425 E CARSON ST","CARSON","CA","90745","Los Angeles County","64","64","Not Indicated"
"CAA20120060","EPWORTH APTS","6525 S NORMANDIE AVE","LOS ANGELES","CA","90044","Los Angeles County","19","19","Not Indicated"
"CAA20120085","HAYWORTH HOUSE","1234 N HAYWORTH AVE","WEST HOLLYWOOD","CA","90046","Los Angeles County","47","47","Not Indicated"
"CAA20120095","MARKET PARK APTS","601 N MARKET ST","INGLEWOOD","CA","90302","Los Angeles County","49","49","Not Indicated"
"CAA20120110","MILAN TOWN HOMES","10006 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","15","15","Not Indicated"
"CAA20120150","SUNRISE APTS","5125 S MAIN ST","LOS ANGELES","CA","90037","Los Angeles County","45","45","Not Indicated"
"CAA20120845","OAKRIDGE FAMILY HOMES","15455 GLENOAKS BLVD","SYLMAR","CA","91342","Los Angeles County","59","59","Not Indicated"
"CAA20120852","PALMDALIA","38028 11TH ST E","PALMDALE","CA","93550","Los Angeles County","64","63","Not Indicated"
"CAA20120871","EVERGREEN APTS","1528 FREEMAN AVE","LONG BEACH","CA","90804","Los Angeles County","78","78","Not Indicated"
"CAA20120885","HIGH PLACE WEST","2345 VIRGINIA AVE","SANTA MONICA","CA","90404","Los Angeles County","46","46","Not Indicated"
"CAA20120889","MONTECITO APTS","6650 FRANKLIN AVE","LOS ANGELES","CA","90028","Los Angeles County","116","115","Not Indicated"
"CAA20120894","NOHO SENIOR VILLAS","5539 KLUMP AVE","NORTH HOLLYWOOD","CA","91601","Los Angeles County","49","48","Not Indicated"
"CAA20120897","MISSION PLAZA FAMILY APTS","2250 PARKSIDE AVE","LOS ANGELES","CA","90031","Los Angeles County","130","130","Not Indicated"
"CAA20120914","MOSAIC GARDENS AT WHITTIER","12524 PHILADELPHIA ST","WHITTIER","CA","90601","Los Angeles County","21","20","Not Indicated"
"CAA20120922","STEP UP ON VINE","1057 VINE ST","LOS ANGELES","CA","90038","Los Angeles County","34","32","Not Indicated"
"CAA20120926","LONG BEACH SENIOR ARTISTS COLONY","200 E ANAHEIM ST","LONG BEACH","CA","90813","Los Angeles County","161","160","Not Indicated"
"CAA20120927","NOHO SENIOR ARTISTS COLONY","10747 MAGNOLIA BLVD","N HOLLYWOOD","CA","91601","Los Angeles County","126","27","Not Indicated"
"CAA20120931","NEW HOPE HOME","1150 E NEW YORK ST","LONG BEACH","CA","90813","Los Angeles County","140","139","Not Indicated"
"CAA20120933","GARVEY COURT","10127 GARVEY AVE","EL MONTE","CA","91733","Los Angeles County","68","67","Not Indicated"
"CAA20120934","BUCKINGHAM SENIOR APTS","4020 BUCKINGHAM RD","LOS ANGELES","CA","90008","Los Angeles County","70","69","Not Indicated"
"CAA20120935","HUDSON OAKS","1267 N HUDSON AVE","PASADENA","CA","91104","Los Angeles County","45","44","Not Indicated"
"CAA20120940","OSBORNE PLACE APTS","12232 OSBORNE PL","PACOIMA","CA","91331","Los Angeles County","64","62","Not Indicated"
"CAA20120942","WILLIS AVENUE APTS","14731 RAYEN ST","PANORAMA CITY","CA","91402","Los Angeles County","42","41","Not Indicated"
"CAA20120943","28TH ST YMCA RESIDENCES","1006 E 28TH ST","LOS ANGELES","CA","90011","Los Angeles County","49","48","Not Indicated"
"CAA20120944","LONG BEACH & ANAHEIM","225 E 12TH ST","LONG BEACH","CA","90813","Los Angeles County","39","38","Not Indicated"
"CAA20120947","WOODS FAMILY","5051 E THIRD ST","LOS ANGELES","CA","90022","Los Angeles County","60","59","Not Indicated"
"CAA20120950","SHERMAN VILLAGE APTS","7135 WILBUR AVE","RESEDA","CA","91335","Los Angeles County","73","72","Not Indicated"
"CAA20120958","2602 BROADWAY","2602 BROADWAY","SANTA MONICA","CA","90404","Los Angeles County","33","33","Not Indicated"
"CAA20120959","BOYLE HOTEL APTS","1781 E FIRST ST","LOS ANGELES","CA","90033","Los Angeles County","51","50","Not Indicated"
"CAA20120964","VERMONT AVENUE APTS","4915 S VERMONT AVE","LOS ANGELES","CA","90037","Los Angeles County","49","48","Not Indicated"
"CAA20120965","NORMANDIE TERRACE","540 S NORMANDIE AVE","LOS ANGELES","CA","90020","Los Angeles County","66","65","Not Indicated"
"CAA20120971","MACARTHUR PARK APTS PHASE A","681 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","90","89","Not Indicated"
"CAA20120972","NEW GENESIS APTS","458 S MAIN ST","LOS ANGELES","CA","90013","Los Angeles County","106","104","Not Indicated"
"CAA20130002","2802 PICO","2802 PICO BLVD","SANTA MONICA","CA","90405","Los Angeles County","33","33","Not Indicated"
"CAA20130003","430 PICO","430 PICO BLVD","SANTA MONICA","CA","90405","Los Angeles County","31","31","Not Indicated"
"CAA20130011","CANBY WOODS","7248 CANBY AVE","RESEDA","CA","91335","Los Angeles County","98","97","Not Indicated"
"CAA20130013","CASA DE LA PALOMA - GLENDALE","133 S KENWOOD ST","GLENDALE","CA","91205","Los Angeles County","167","165","Not Indicated"
"CAA20130017","CHINATOWN METRO APTS","808 N SPRING ST","LOS ANGELES","CA","90012","Los Angeles County","123","122","Not Indicated"
"CAA20130019","CORAL WOOD COURT","8039 RESEDA BLVD","RESEDA","CA","91335","Los Angeles County","106","105","Not Indicated"
"CAA20130022","DEL REY SQUARE SENIOR HOUSING","11976 CULVER BLVD","LOS ANGELES","CA","90066","Los Angeles County","124","123","Not Indicated"
"CAA20130028","DUNBAR VILLAGE","4225 S CENTRAL AVE","LOS ANGELES","CA","90011","Los Angeles County","83","81","Not Indicated"
"CAA20130030","FICKETT TOWERS","14801 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","198","198","Not Indicated"
"CAA20130031","FIGUEROA SENIOR HOUSING","7621 S FIGUEROA ST","LOS ANGELES","CA","90003","Los Angeles County","35","34","Not Indicated"
"CAA20130039","HUNTINGTON PLAZA APTS","6330 RUGBY AVE","HUNTINGTON PARK","CA","90255","Los Angeles County","182","182","Not Indicated"
"CAA20130042","JEFFERSON PARK TERRACE","3023 S WESTERN AVE","LOS ANGELES","CA","90018","Los Angeles County","59","59","Not Indicated"
"CAA20130045","LA CORUNA SENIOR APTS","15301 LANARK ST","VAN NUYS","CA","91406","Los Angeles County","87","86","Not Indicated"
"CAA20130046","LINDA VISTA SENIOR APTS","630 S ST LOUIS ST","LOS ANGELES","CA","90023","Los Angeles County","22","22","Not Indicated"
"CAA20130055","MENLO FAMILY HOUSING","1230 MENLO AVE","LOS ANGELES","CA","90006","Los Angeles County","60","59","Not Indicated"
"CAA20130056","METRO AT HOLLYWOOD","5555 HOLLYWOOD BLVD","LOS ANGELES","CA","90028","Los Angeles County","120","119","Not Indicated"
"CAA20130057","MID CELIS APTS","1422 SAN FERNANDO RD","SAN FERNANDO","CA","91340","Los Angeles County","19","19","Not Indicated"
"CAA20130058","MIJA TOWNHOMES","4501 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","21","20","Not Indicated"
"CAA20130060","MOSAIC GARDENS AT HUNTINGTON PARK","6337 MIDDLETON ST","HUNTINGTON PARK","CA","90255","Los Angeles County","23","23","Not Indicated"
"CAA20130062","ND SEPULVEDA I","16000 LASSEN ST","NORTH HILLS","CA","91343","Los Angeles County","72","72","Not Indicated"
"CAA20130066","ORANGEWOOD COURT","5050 SEPULVEDA BLVD","SHERMAN OAKS","CA","91403","Los Angeles County","92","91","Not Indicated"
"CAA20130069","PARADISE ARMS","5200 S BROADWAY","LOS ANGELES","CA","90037","Los Angeles County","43","42","Not Indicated"
"CAA20130071","PARK PLACE APTS","12225 ATLANTIC AVE","LYNWOOD","CA","90262","Los Angeles County","99","98","Not Indicated"
"CAA20130079","REGENT SQUARE","527 W REGENT ST","INGLEWOOD","CA","90301","Los Angeles County","145","143","Not Indicated"
"CAA20130093","TERRA BELLA","5720 CLARA ST","BELL GARDENS","CA","90201","Los Angeles County","65","64","Not Indicated"
"CAA20130096","COURTYARD AT LA BREA","1151 N LA BREA AVE","WEST HOLLYWOOD","CA","90038","Los Angeles County","31","31","Not Indicated"
"CAA20130098","THE GORDON","1555 GORDON ST","LOS ANGELES","CA","90028","Los Angeles County","20","20","Not Indicated"
"CAA20130102","THE SERRANO","979 S SERRANO AVE","LOS ANGELES","CA","90006","Los Angeles County","43","43","Not Indicated"
"CAA20130103","TILDEN TERRACE","11048 WASHINGTON BLVD","CULVER CITY","CA","90232","Los Angeles County","32","20","Not Indicated"
"CAA20130110","VINELAND AVENUE SENIOR HOUSING","4900 VINELAND AVE","N HOLLYWOOD","CA","91601","Los Angeles County","82","81","Not Indicated"
"CAA20130113","VISTA ANGELINA FAMILY APTS","418 E EDGEWARE RD","LOS ANGELES","CA","90026","Los Angeles County","108","106","Not Indicated"
"CAA20130116","VOORHIS VILLAGE APTS","653 E JUANITA AVE","SAN DIMAS","CA","91773","Los Angeles County","65","64","Not Indicated"
"CAA20130300","BANNING VILLA APTS","1100 N BANNING BLVD","WILMINGTON","CA","90744","Los Angeles County","90","89","Not Indicated"
"CAA20130306","BELWOOD ARMS APTS","6301 ATLANTIC AVE","LONG BEACH","CA","90805","Los Angeles County","34","33","Not Indicated"
"CAA20130329","CORONADO PLACE APTS","671 S CORONADO ST","LOS ANGELES","CA","90057","Los Angeles County","41","40","Not Indicated"
"CAA20130348","FOOTHILL TERRACE","13751 HUBBARD ST","SYLMAR","CA","91342","Los Angeles County","40","39","Not Indicated"
"CAA20130351","FREEMAN VILLA APTS","1229 S WESTMORELAND AVE","LOS ANGELES","CA","90006","Los Angeles County","41","40","Not Indicated"
"CAA20130354","GATEWAYS APTS (LOS ANGELES)","505 S SAN PEDRO ST","LOS ANGELES","CA","90013","Los Angeles County","108","107","Not Indicated"
"CAA20130358","HAMLIN ESTATES","11735 HAMLIN ST","NORTH HOLLYWOOD","CA","91606","Los Angeles County","30","29","Not Indicated"
"CAA20130366","JEFFERSON BOULEVARD & FIFTH AVENUE APTS","2401 W JEFFERSON BLVD","LOS ANGELES","CA","90018","Los Angeles County","40","39","Not Indicated"
"CAA20130372","LA PRO II APTS","10311 S WESTERN AVE","LOS ANGELES","CA","90047","Los Angeles County","123","119","Not Indicated"
"CAA20130376","LOGAN'S PLAZA","2019 E 122ND ST","COMPTON","CA","90222","Los Angeles County","61","60","Not Indicated"
"CAA20130379","LOTUS GARDEN","719 YALE ST","LOS ANGELES","CA","90012","Los Angeles County","60","59","Not Indicated"
"CAA20130400","ND SEPULVEDA II","9700 WOODLEY AVE","NORTH HILLS","CA","91343","Los Angeles County","76","75","Not Indicated"
"CAA20130402","NORWALK CHRISTIAN TOWER APTS","14141 CLARKDALE AVE","NORWALK","CA","90650","Los Angeles County","185","183","Not Indicated"
"CAA20130421","PWC FAMILY HOUSING","153 GLENDALE BLVD","LOS ANGELES","CA","90026","Los Angeles County","45","44","Not Indicated"
"CAA20130441","SEVEN PALMS APTS","12831 SAN FERNANDO RD","SYLMAR","CA","91342","Los Angeles County","68","64","Not Indicated"
"CAA20130447","STAR APTS","240 E SIXTH ST","LOS ANGELES","CA","90014","Los Angeles County","102","100","Not Indicated"
"CAA20130458","THE WHITTIER","3555 WHITTIER BLVD","LOS ANGELES","CA","90023","Los Angeles County","60","59","Not Indicated"
"CAA20130460","TOBIAS TERRACE APTS","9247 VAN NUYS BLVD","PANORAMA CITY","CA","91402","Los Angeles County","56","55","Not Indicated"
"CAA20130465","TYLER COURT","3348 TYLER AVE","EL MONTE","CA","91731","Los Angeles County","20","19","Not Indicated"
"CAA20130483","WARWICK TERRACE","14921 S STANFORD AVE","COMPTON","CA","90220","Los Angeles County","108","102","Not Indicated"
"CAA20132004","SAN FERNANDO COMMUNITY HOUSING","133 PARK AVENUE","SAN FERNANDO","CA","91340","Los Angeles County","62","61","Not Indicated"
"CAA20138490","SAN FERNANDO COMMUNITY HOUSING","133 PARK AVE","SAN FERNANDO","CA","91340","Los Angeles County","62","61","Not Indicated"
"CAA20140373","ARBOR GREEN","21227 FIGUEROA ST","CARSON","CA","90745","Los Angeles County","40","39","Not Indicated"
"CAA20140374","ARGYLE APTS","1600 N WESTERN AVE","LOS ANGELES","CA","90027","Los Angeles County","40","39","Not Indicated"
"CAA20140376","AZUSA APTS","805 S CERRITOS AVE","AZUSA","CA","91702","Los Angeles County","88","87","Not Indicated"
"CAA20140377","BELMAR APTS","1725 OCEAN AVE","SANTA MONICA","CA","90401","Los Angeles County","160","158","Not Indicated"
"CAA20140395","CYPRESS SENIOR LIVING","311 E CYPRESS ST","GLENDALE","CA","91205","Los Angeles County","18","17","Not Indicated"
"CAA20140396","DAY STREET APTS","7639 DAY ST","TUJUNGA","CA","91042","Los Angeles County","46","45","Not Indicated"
"CAA20140397","DENNY PLACE & WILLOW WOOD APTS","5620 DENNY AVE","NORTH HOLLYWOOD","CA","91601","Los Angeles County","36","36","Not Indicated"
"CAA20140398","EL MONTE VETERANS VILLAGE","11240 RAMONA BLVD","EL MONTE","CA","91731","Los Angeles County","41","40","Not Indicated"
"CAA20140400","FAME SANTA MONICA SENIOR APTS","1753 18TH ST","SANTA MONICA","CA","90404","Los Angeles County","49","47","Not Indicated"
"CAA20140406","HAZELTINE & WYANDOTTE APTS","7250 HAZELTINE AVE","VAN NUYS","CA","91405","Los Angeles County","108","106","Not Indicated"
"CAA20140407","HFL SEQUOIA APTS","14402 HAMLIN ST","VAN NUYS","CA","91401","Los Angeles County","25","24","Not Indicated"
"CAA20140408","HIGH PLACE EAST","2401 VIRGINIA AVE","SANTA MONICA","CA","90404","Los Angeles County","44","43","Not Indicated"
"CAA20140409","HOLLYWOODLAND APTS","977 N WILTON PL","LOS ANGELES","CA","90038","Los Angeles County","83","82","Not Indicated"
"CAA20140415","KNOB HILL APTS","2403 W FOURTH ST","LOS ANGELES","CA","90057","Los Angeles County","39","38","Not Indicated"
"CAA20140427","NAOMI GARDENS","655 W NAOMI AVE","ARCADIA","CA","91007","Los Angeles County","101","100","Not Indicated"
"CAA20140435","RAMONA PARK SENIOR","3290 E ARTESIA BLVD","LONG BEACH","CA","90805","Los Angeles County","61","60","Not Indicated"
"CAA20140439","REGENCY COURT APTS","720 FIFTH AVE CT","MONROVIA","CA","91016","Los Angeles County","115","114","Not Indicated"
"CAA20140441","RIVERWALK AT RESEDA","18425 KITTRIDGE ST","RESEDA","CA","91335","Los Angeles County","77","76","Not Indicated"
"CAA20140443","SLAUSON STATION APTS","1717 E 61ST ST","LOS ANGELES","CA","90001","Los Angeles County","30","29","Not Indicated"
"CAA20140450","TERRACINA APTS","1226 W IMPERIAL HWY","LOS ANGELES","CA","90044","Los Angeles County","72","71","Not Indicated"
"CAA20140458","VISTAS","15211 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","84","83","Not Indicated"
"CAA20140461","WEST VALLEY TOWERS","14650 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","97","96","Not Indicated"
"CAA20140463","WHITTIER SENIOR HOUSING","7215 BRIGHT AVE","WHITTIER","CA","90602","Los Angeles County","156","155","Not Indicated"
"CAA20140465","WRIGHT BROTHERS COURT","38832 FOURTH ST E","PALMDALE","CA","93550","Los Angeles County","156","154","Not Indicated"
"CAA20141003","615 MANHATTAN APARTMENTS","615 S. MANHATTAN PLACE","LOS ANGELES","CA","90005","Los Angeles County","156","154","Not Indicated"
"CAA20141005","AVALON APARTMENTS","13218 AVALON BLVD.","LOS ANGELES","CA","90061","Los Angeles County","55","54","Not Indicated"
"CAA20141008","BESWICK SENIOR APARTMENTS","3553 BESWICK STREET","LOS ANGELES","CA","90023","Los Angeles County","33","32","Not Indicated"
"CAA20141009","BROADWAY VILLAS","9413 S. SPRING STREET","LOS ANGELES","CA","90003","Los Angeles County","49","48","Not Indicated"
"CAA20141010","BROADWOOD TERRACE","5005 S. MAIN STREET","LOS ANGELES","CA","90037","Los Angeles County","89","88","Not Indicated"
"CAA20141011","BURLINGTON FAMILY APARTMENTS","415 S. BURLINGTON AVENUE","LOS ANGELES","CA","90057","Los Angeles County","30","29","Not Indicated"
"CAA20141018","CASA GRIFFIN APARTMENTS","2669 N. GRIFFIN AVENUE","LOS ANGELES","CA","90031","Los Angeles County","40","39","Not Indicated"
"CAA20141022","COLLEGE PARK APARTMENTS","43331 30TH STREET WEST","LANCASTER","CA","93536","Los Angeles County","61","60","Not Indicated"
"CAA20141023","COMPTON SENIOR APARTMENTS","302 N. TAMARIND AVENUE","COMPTON","CA","90220","Los Angeles County","75","74","Not Indicated"
"CAA20141025","COVENANT MANOR","600 E. 4TH STREET","LONG BEACH","CA","90802","Los Angeles County","100","99","Not Indicated"
"CAA20141026","DOWNEY VIEW","8314 2ND STREET","DOWNEY","CA","90241","Los Angeles County","50","49","Not Indicated"
"CAA20141028","EAST CARSON II HOUSING","401 WEST CARSON STREET","CARSON","CA","90745","Los Angeles County","40","40","Not Indicated"
"CAA20141032","EUCALYPTUS PARK","811 N. EUCALYPTUS AVENUE","INGLEWOOD","CA","90302","Los Angeles County","93","92","Not Indicated"
"CAA20141034","FERNWOOD SENIOR APARTMENTS","45151 FERN AVENUE","LANCASTER","CA","93534","Los Angeles County","76","75","Not Indicated"
"CAA20141039","HARBOR VILLAGE APARTMENTS","981 HARBOR VILLAGE DRIVE","HARBOR CITY","CA","90710","Los Angeles County","400","398","Not Indicated"
"CAA20141043","JUANITA TATE LEGACY TOWERS","4827 SOUTH CENTRAL AVENUE","LOS ANGELES","CA","90011","Los Angeles County","118","117","Not Indicated"
"CAA20141046","LAS ALTURAS","3535 WHITTIER BLVD.","LOS ANGELES","CA","90023","Los Angeles County","78","77","Not Indicated"
"CAA20141054","NEW HAMPSHIRE FAMILY HOUSING","1053 SOUTH NEW HAMPSHIRE AVENUE","LOS ANGELES","CA","90006","Los Angeles County","52","51","Not Indicated"
"CAA20141055","NEW PERSHING APARTMENTS","108 E 5TH STREET","LOS ANGELES","CA","90013","Los Angeles County","69","67","Not Indicated"
"CAA20141057","ONE SANTA FE","100 SOUTH SANTA FE AVENUE","LOS ANGELES","CA","90012","Los Angeles County","88","88","Not Indicated"
"CAA20141059","PACIFIC AVENUE ARTS COLONY","303 SOUTH PACIFIC AVENUE","SAN PEDRO","CA","90731","Los Angeles County","49","48","Not Indicated"
"CAA20141061","PARCEL M-GRAND AVENUE APARTMENTS","225 SOUTH GRAND AVENUE","LOS ANGELES","CA","90012","Los Angeles County","56","55","Not Indicated"
"CAA20141062","PARK VILLAGE APARTMENTS (AKA JASMINE GARDEN)","600 WEST CORREGIDOR","COMPTON","CA","90220","Los Angeles County","164","162","Not Indicated"
"CAA20141065","RAMONA ESTATES","1935 E. 122ND STREET","COMPTON","CA","90222","Los Angeles County","60","59","Not Indicated"
"CAA20141069","RIO VISTA APARTMENTS","1515 N. SAN FERNANDO ROAD","LOS ANGELES","CA","90065","Los Angeles County","87","86","Not Indicated"
"CAA20141072","ROSSLYN HOTEL APARTMENTS","112 W 5TH STREET","LOS ANGELES","CA","90013","Los Angeles County","264","262","Not Indicated"
"CAA20141073","SAGE PARK","1301 WEST 177TH STREET","GARDENA","CA","90248","Los Angeles County","90","89","Not Indicated"
"CAA20141077","SIERRA VILLA EAST","621 EAST AVENUE I","LANCASTER","CA","93535","Los Angeles County","91","90","Not Indicated"
"CAA20141079","SILVERLAKE APARTMENTS","3740 EVANS STREET","LOS ANGELES","CA","90027","Los Angeles County","88","79","Not Indicated"
"CAA20141080","SOL Y LUNA APARTMENTS","2917 E. 1ST STREET","LOS ANGELES","CA","90033","Los Angeles County","53","51","Not Indicated"
"CAA20141085","TAYLOR YARD APARTMENTS","1311 N. SAN FERNANDO ROAD","LOS ANGELES","CA","90065","Los Angeles County","68","67","Not Indicated"
"CAA20141087","THE DYLAN","7111 SANTA MONICA BLVD.","WEST HOLLYWOOD","CA","90038","Los Angeles County","37","37","Not Indicated"
"CAA20141088","THE HUXLEY","1234 N. LA BREA AVE.","WEST HOLLYWOOD","CA","90038","Los Angeles County","38","38","Not Indicated"
"CAA20141090","TURNER APARTMENTS","7000 S. HOOVER STREET","LOS ANGELES","CA","90044","Los Angeles County","31","30","Not Indicated"
"CAA20141093","VILLA NUEVA","658 S. FERRIS AVENUE","LOS ANGELES","CA","90022","Los Angeles County","21","20","Not Indicated"
"CAA20147467","AVALON APTS (LOS ANGELES)","13218 AVALON BLVD","LOS ANGELES","CA","90061","Los Angeles County","55","54","Not Indicated"
"CAA20147470","BESWICK SENIOR APTS","3553 BESWICK ST","LOS ANGELES","CA","90023","Los Angeles County","33","32","Not Indicated"
"CAA20147471","BURLINGTON FAMILY APTS","409 S BURLINGTON AVE","LOS ANGELES","CA","90057","Los Angeles County","18","29","Not Indicated"
"CAA20147475","COLLEGE PARK APTS (LANCASTER)","43331 30TH ST W","LANCASTER","CA","93536","Los Angeles County","61","60","Not Indicated"
"CAA20147478","FERNWOOD SENIOR APARTMENTS","45151 FERN AVE","LANCASTER","CA","93534","Los Angeles County","76","75","Not Indicated"
"CAA20147483","HARBOR VILLAGE APTS I (A)","981 HARBOR VILLAGE DR","HARBOR CITY","CA","90710","Los Angeles County","400","398","Not Indicated"
"CAA20147486","JASMINE GARDEN","601 W CORREGIDOR ST","COMPTON","CA","90220","Los Angeles County","164","162","Not Indicated"
"CAA20147487","JUANITA TATE LEGACY TOWERS","4827 S CENTRAL AVE","LOS ANGELES","CA","90011","Los Angeles County","118","117","Not Indicated"
"CAA20147499","RAMONA ESTATES","1935 E 122ND ST","COMPTON","CA","90222","Los Angeles County","57","59","Not Indicated"
"CAA20147500","RIO VISTA APTS (LOS ANGELES)","1515 N SAN FERNANDO RD","LOS ANGELES","CA","90065","Los Angeles County","87","86","Not Indicated"
"CAA20147505","SILVERLAKE APARTMENTS","3740 EVANS ST","LOS ANGELES","CA","90027","Los Angeles County","88","79","Not Indicated"
"CAA20147506","SOL Y LUNA APTS","2917 E FIRST ST","LOS ANGELES","CA","90033","Los Angeles County","53","51","Not Indicated"
"CAA20147510","VILLA NUEVA APTS (LOS ANGELES)","658 676 S FERRIS AVE","LOS ANGELES","CA","","Los Angeles County","21","20","Not Indicated"
"CAA20150004","ANDRES DUARTE TERRACE II","1700 HUNTINGTON DRIVE","DUARTE","CA","91010","Los Angeles County","43","42","Not Indicated"
"CAA20150010","AVENIDA CROSSING APARTMENTS","2317 WEST AVENUE J8","LANCASTER","CA","93536","Los Angeles County","77","76","Not Indicated"
"CAA20150015","CABRILLO FAMILY APARTMENTS","1640 CABRILLO AVE.","TORRANCE","CA","90501","Los Angeles County","44","43","Not Indicated"
"CAA20150016","CABRILLO GATEWAY","2000 SAN GABRIEL AVENUE","LONG BEACH","CA","90810","Los Angeles County","81","80","Not Indicated"
"CAA20150017","CALDEN COURT APARTMENTS","8901 CALDEN AVENUE","SOUTH GATE","CA","90280","Los Angeles County","216","214","Not Indicated"
