"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA20181008","ATHENS VISTAS","1300 W. 105TH STREET","LOS ANGELES","CA","90044","Los Angeles County","33.941077","-118.298641","84592","74","73","2018","2017","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","1506424"
"CAA20181011","BEACHWOOD APARTMENTS","475 WEST 5TH STREET AND 505 WEST 6TH STREET","LONG BEACH","CA","90802","Los Angeles County","33.77308","-118.197812","43000","45","44","2018","2017","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","0","0","0","564950"
"CAA20181013","BLUE HIBISCUS","1125 NORTH DETROIT STREET","WEST HOLLYWOOD","CA","90046","Los Angeles County","34.091653","-118.345353","84410","22","21","2018","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","641758"
"CAA20181014","BOYLE APARTMENTS AND JEWEL TERRACE APARTMENTS","2950 VAN BUREN PLACE","LOS ANGELES","CA","90007","Los Angeles County","34.027929","-118.296781","44000","67","64","2018","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","570637"
"CAA20181015","CAMINO DEL MAR","1015 WEST E. STREET","WILMINGTON","CA","90744","Los Angeles County","33.7733","-118.2766","44000","88","87","2018","2016","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1279354"
"CAA20181018","CASA PAREDES","501 NORTH. SOTO STREET","LOS ANGELES","CA","90033","Los Angeles County","34.04865","-118.206835","44000","10","10","2018","2017","For-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","258127"
"CAA20181025","COURSON ARTS COLONY EAST","939 EAST AVENUE Q12","PALMDALE","CA","93550","Los Angeles County","34.575486","-118.113243","55156","81","80","2018","2016","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1819070"
"CAA20181026","CRENSHAW VILLAS","2645 CRENSHAW BOULEVARD","LOS ANGELES","CA","90016","Los Angeles County","34.03176","-118.33529","44000","50","49","2018","2016","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1457750"
"CAA20181033","EL SEGUNDO BOULEVARD APARTMENTS","535-611 W. EL SEGUNDO BLVD.","LOS ANGELES","CA","90064","Los Angeles County","33.916585","-118.283917","44000","75","74","2018","2016","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","915592"
"CAA20181035","GOOD SHEPHERD HOMES","510 AND 512 CENTINELA AVE","INGLEWOOD","CA","90302","Los Angeles County","33.9711","-118.3527","36546","70","69","2018","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","602036"
"CAA20181045","KING 1101","1101 MARTIN LUTHER KING, JR. BLVD","LOS ANGELES","CA","90037","Los Angeles County","34.011024","-118.294129","44000","26","25","2018","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","736560"
"CAA20181057","MIDDLETON PLACE","6700 MIDDLETON STREET","HUNTINGTON PARK","CA","90255","Los Angeles County","33.978478","-118.228796","36056","20","19","2018","2016","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","528823"
"CAA20181064","MOSAIC GARDENS AT WESTLAKE","111 S. LUCAS AVENUE","LOS ANGELES","CA","90026","Los Angeles County","34.061393","-118.259527","44000","125","123","2018","2016","Non-Profit Sponsor","70% Present Value Credit","Yes","Yes","No","No","0","0","0","2240144"
"CAA20181067","PATH METRO VILLAS","345 N. WESTMORELAND AVE.","LOS ANGELES","CA","90004","Los Angeles County","34.076912","-118.288168","44000","65","64","2018","2016","For-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","0","0","0","1049633"
"CAA20181068","PATH VILLAS EUCALYPTUS","240 W. LIME STREET","INGLEWOOD","CA","90301","Los Angeles County","33.957632","-118.358928","36546","40","39","2018","2016","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","908500"
"CAA20181070","PALO VERDE APARTMENTS","4704 PECK ROAD","EL MONTE","CA","91732","Los Angeles County","34.089135","-118.015078","22230","49","48","2018","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1385751"
"CAA20181074","PARK PASEO","123 SOUTH ISABEL STREET","GLENDALE","CA","91205","Los Angeles County","34.145409","-118.249026","30000","97","96","2018","2017","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","963747"
"CAA20181080","PREMIER APARTMENTS","961 W. 93RD ST.","LOS ANGELES","CA","90037","Los Angeles County","33.9997","-118.2839","44000","120","116","2018","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1028646"
"CAA20181081","RHF CRENSHAW GARDENS","3411 CRENSHAW BOULEVARD","LOS ANGELES","CA","90016","Los Angeles County","34.0255","-118.335294","44000","49","48","2018","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1376976"
"CAA20181094","THE ARROYO","1626 LINCOLN BOULEVARD","SANTA MONICA","CA","90404","Los Angeles County","34.016251","-118.487857","70000","64","63","2018","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2201778"
"CAA20181101","VISTA TOWER","3000 LEEWARD AVENUE","LOS ANGELES","CA","90005","Los Angeles County","34.058525","-118.289263","44000","230","228","2018","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1543461"
"CAA20182006","FLORENCE MOREHOUSE","1750 W. MARTIN LUTHUR KING JR. BLVD.","LOS ANGELES","CA","90062","Los Angeles County","34.010693","-118.31078","44000","61","59","2018","2017","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","881961"
"CAA20182015","PIONEER GARDENS APARTMENTS","11011 CULTURA STREET","SANTA FE SPRINGS","CA","90670","Los Angeles County","33.961329","-118.083163","69154","141","140","2018","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","2459320"
"CAA20182018","THE SALVATION ARMY BELL OASIS APARTMENTS","5502 K STREET","BELL","CA","90201","Los Angeles County","33.989737","-118.171806","4870","65","64","2018","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","857897"
"CAA20183002","BANA AT TUJUNGA (FKA SAMOA AVENUE APARTMENTS)","10046 NORTH SAMOA AVENUE","TUJUNGA","CA","91042","Los Angeles County","34.251335","-118.287143","44000","48","47","2018","2015","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","616278"
"CAA20183003","CRESCENT VILLAGES","1721 W. 8TH STREET AND 1315 W. 7TH STREET","LOS ANGELES","CA","90017","Los Angeles County","34.053345","-118.274043","44000","144","142","2018","2016","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1082023"
"CAA20183004","WEST ANGELES HOMES","4056-4100 SOUTH VERMONT AVE","LOS ANGELES","CA","90037","Los Angeles County","34.009858","-118.291346","44000","44","43","2018","2016","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","373309"
"CAA20190005","BEACON PLACE","1201 LONG BEACH BOULEVARD","LONG BEACH","CA","90813","Los Angeles County","33.781405","-118.189684","43000","39","38","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","992237"
"CAA20190007","CORONEL APARTMENTS","1600-1608 N. SERRANO AVE. AND 1601 N. HOBART BLVD.","LOS ANGELES","CA","90027","Los Angeles County","34.100183","-118.306891","44000","54","53","2019","2017","Non-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","1408000"
"CAA20190013","HARMONY GATES","5220 HARMONY AVENUE","LOS ANGELES","CA","91601","Los Angeles County","34.165563","-118.366247","44000","70","70","2019","2018","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","588646"
"CAA20190014","KENSINGTON CAMPUS","45244 32ND STREET WEST","LANCASTER","CA","93536","Los Angeles County","34.7623","-118.1917","40130","50","50","2019","2018","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","782160"
"CAA20190020","PAUL WILLIAMS APARTMENTS","1010 E. JEFFERSON BLVD","LOS ANGELES","CA","90011","Los Angeles County","34.01203","-118.257969","44000","41","40","2019","2017","Non-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","1342642"
"CAA20191003","6218 COMPTON AVENUE","6218 COMPTON AVENUE","LOS ANGELES","CA","90001","Los Angeles County","33.98342","-118.24752","24477","30","29","2019","2017","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","951131"
"CAA20191004","7TH AND WITMER APARTMENTS","697 S. WITMER STREET","LOS ANGELES","CA","90017","Los Angeles County","34.05235","-118.268001","44000","76","75","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1964119"
"CAA20191005","88TH AND VERMONT","8740-8750 S VERMONT AVENUE; 957 W 88TH STREET","LOS ANGELES","CA","90044","Los Angeles County","33.958543","-118.291303","44000","62","60","2019","2017","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","1682610"
"CAA20191010","BALDWIN ROSE FAMILY VETERAN HOUSING","9953 ROSE AVENUE","EL MONTE","CA","91731","Los Angeles County","34.081464","-118.052346","22230","55","54","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2212170"
"CAA20191012","BEACON POINTE","1235 LONG BEACH BOULEVARD","LONG BEACH","CA","90813","Los Angeles County","33.782007","-118.189697","43000","121","120","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2500000"
"CAA20191026","CARSON COLONY","21205 MAIN STREET","CARSON","CA","90745","Los Angeles County","33.836373","-118.279527","11530","46","45","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1475371"
"CAA20191032","CIELITO LINDO APARTMENTS - PHASE II","2423 E 1ST STREET","LOS ANGELES","CA","90033","Los Angeles County","34.043561","-118.209024","44000","29","28","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","3554832"
"CAA20191042","COURSON ARTS COLONY WEST (CAC WEST)","931 E. AVENUE, Q-12","PALMDALE","CA","93550","Los Angeles County","34.575482","-118.113439","55156","80","79","2019","2017","Non-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","0","0","1619057"
"CAA20191051","FEDERATION TOWER APARTMENTS","3799 EAST WILLOW STREET","LONG BEACH","CA","90815","Los Angeles County","33.804546","-118.148807","43000","50","49","2019","2019","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","0","0","0","653591"
"CAA20191063","JORDAN DOWNS PHASE 1A","2179 EAST CENTURY BOULEVARD","LOS ANGELES","CA","90002","Los Angeles County","33.9481","-118.2296","44000","115","113","2019","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","Yes","0","0","0","2472153"
"CAA20191066","LA78","1951 W 22ND STREET","LOS ANGELES","CA","90018","Los Angeles County","34.036505","-118.303899","44000","78","78","2019","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","755372"
"CAA20191074","METRO @ WESTERN","3671 S. WESTERN AVENUE","LOS ANGELES","CA","90018","Los Angeles County","34.02132","-118.30909","44000","33","32","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","4861408"
"CAA20191084","PALMDALE PARK APARTMENTS","38002 15TH ST E","PALMDALE","CA","93550","Los Angeles County","34.573056","-118.102645","55156","58","57","2019","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","442374"
"CAA20191096","ROLLAND CURTIS EAST","1077 WEST 38TH STREET","LOS ANGELES","CA","90037","Los Angeles County","34.017468","-118.29382","44000","70","69","2019","2016","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2004992"
"CAA20191097","ROLLAND CURTIS WEST","1077 W. 38TH STREET","LOS ANGELES","CA","90037","Los Angeles County","34.017468","-118.29382","44000","70","69","2019","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1246515"
"CAA20191117","VETERANS VILLAGE OF CARSON","21711 FIGUEROA STREET","CARSON","CA","90745","Los Angeles County","33.831435","-118.286332","11530","51","50","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1600927"
"CAA20191123","VISTA GRANDE COURT (FKA 5TH AND SONORA APARTMENTS)","1416 5TH STREET; 1116 SONORA AVENUE","GLENDALE","CA","91201","Los Angeles County","34.168513","-118.283589","30000","66","65","2019","2017","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","1347840"
"CAA20191126","WEST ANGELES CITY PLACE SENIOR APARTMENTS","5414 CRENSHAW BOULEVARD","LOS ANGELES","CA","90043","Los Angeles County","33.992783","-118.330385","44000","70","69","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","7624161"
"CAA20191127","WHITTIER AND DOWNEY SE","4200-4224 WHITTIER BLVD.","LOS ANGELES","CA","90023","Los Angeles County","34.023775","-118.179642","20802","71","70","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2500000"
"CAA20191128","YBARRA VILLAGE (FKA NEW DIRECTIONS WEST ADAMS)","3015 - 3031 SOUTH WEST VIEW STREET","LOS ANGELES","CA","90016","Los Angeles County","34.026401","-118.353126","44000","64","63","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2376620"
"CAA20192003","ANTELOPE VALLEY VETERANS AND FAMILIES","43517 E. SAHUAYO STREET","LANCASTER","CA","93535","Los Angeles County","34.6861","-118.0992","40130","75","74","2019","2017","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1783030"
"CAA20192005","CASA CARMEN","1800 W. 11TH ST.","LOS ANGELES","CA","90006","Los Angeles County","34.048838","-118.278019","44000","25","24","2019","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","437429"
"CAA20194001","SIMPSON ARBOR APARTMENTS","7507 SIMPSON AVENUE","LOS ANGELES","CA","91605","Los Angeles County","34.206549","-118.389174","44000","83","82","2019","2019","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1243608"
"CAA20194002","WHITFIELD MANOR","12600 S. COMPTON AVE.","COMPTON","CA","90222","Los Angeles County","33.918463","-118.246014","85614","45","44","2019","2019","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","475815"
"CAA20200010","CASA DEL SOL","10966 W RATNER STREET","LOS ANGELES","CA","91352","Los Angeles County","34.216784","-118.369351","44000","44","43","2020","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","784429"
"CAA20200029","KENSINGTON II","45348 32ND STREET WEST","LANCASTER","CA","93536","Los Angeles County","34.7623","-118.1917","40130","51","50","2020","2018","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","658279"
"CAA20200031","LAKEVIEW TERRACE APARTMENTS","12500 FILMORE STREET","LOS ANGELES (PACOIMA)","CA","91331","Los Angeles County","34.283507","-118.405414","44000","128","126","2020","2019","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1187943"
"CAA20200036","METRO @ BUCKINGHAM","4018 BUCKINGHAM ROAD","LOS ANGELES","CA","90008","Los Angeles County","34.013694","-118.34224","44000","103","102","2020","2018","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","10499003"
"CAA20200057","STANFORD AVENUE APARTMENTS","5020 SANTA MONICA BOULEVARD","LOS ANGELES","CA","90029","Los Angeles County","34.090664","-118.298878","44000","85","83","2020","2018","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","2177350"
