"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA20141077","SIERRA VILLA EAST","621 EAST AVENUE I","LANCASTER","CA","93535","Los Angeles County","34.704276","-118.119029","40130","91","90","2014","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","404569"
"CAA20141079","SILVERLAKE APARTMENTS","3740 EVANS STREET","LOS ANGELES","CA","90027","Los Angeles County","34.106027","-118.273586","44000","88","79","2014","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","678281"
"CAA20141080","SOL Y LUNA APARTMENTS","2917 E. 1ST STREET","LOS ANGELES","CA","90033","Los Angeles County","34.040944","-118.203132","44000","53","51","2014","2012","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1390540"
"CAA20141085","TAYLOR YARD APARTMENTS","1311 N. SAN FERNANDO ROAD","LOS ANGELES","CA","90065","Los Angeles County","34.095461","-118.231674","44000","68","67","2014","2011","For-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3860064","0","0","775186"
"CAA20141087","THE DYLAN","7111 SANTA MONICA BLVD.","WEST HOLLYWOOD","CA","90038","Los Angeles County","34.090861","-118.344275","84410","37","37","2014","2011","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","476352"
"CAA20141088","THE HUXLEY","1234 N. LA BREA AVE.","WEST HOLLYWOOD","CA","90038","Los Angeles County","34.093507","-118.343889","84410","38","38","2014","2011","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","494146"
"CAA20141090","TURNER APARTMENTS","7000 S. HOOVER STREET","LOS ANGELES","CA","90044","Los Angeles County","33.976066","-118.286881","44000","31","30","2014","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","548266"
"CAA20141093","VILLA NUEVA","658 S. FERRIS AVENUE","LOS ANGELES","CA","90022","Los Angeles County","34.024835","-118.162198","20802","21","20","2014","2014","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","1200000","0","0","138174"
"CAA20147467","AVALON APTS (LOS ANGELES)","13218 AVALON BLVD","LOS ANGELES","CA","90061","Los Angeles County","33.91257","-118.265089","84780","55","54","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147470","BESWICK SENIOR APTS","3553 BESWICK ST","LOS ANGELES","CA","90023","Los Angeles County","34.022347","-118.199396","44000","33","32","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147471","BURLINGTON FAMILY APTS","409 S BURLINGTON AVE","LOS ANGELES","CA","90057","Los Angeles County","34.060313","-118.269784","44000","18","29","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147475","COLLEGE PARK APTS (LANCASTER)","43331 30TH ST W","LANCASTER","CA","93536","Los Angeles County","34.670561","-118.183761","40130","61","60","2014","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147478","FERNWOOD SENIOR APARTMENTS","45151 FERN AVE","LANCASTER","CA","93534","Los Angeles County","34.702726","-118.145578","40130","76","75","2014","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147483","HARBOR VILLAGE APTS I (A)","981 HARBOR VILLAGE DR","HARBOR CITY","CA","90710","Los Angeles County","33.792717","-118.292517","44000","400","398","2014","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147486","JASMINE GARDEN","601 W CORREGIDOR ST","COMPTON","CA","90220","Los Angeles County","33.889544","-118.232807","15044","164","162","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147487","JUANITA TATE LEGACY TOWERS","4827 S CENTRAL AVE","LOS ANGELES","CA","90011","Los Angeles County","33.999751","-118.25667","44000","118","117","2014","2014","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147499","RAMONA ESTATES","1935 E 122ND ST","COMPTON","CA","90222","Los Angeles County","33.921858","-118.237518","85614","57","59","2014","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147500","RIO VISTA APTS (LOS ANGELES)","1515 N SAN FERNANDO RD","LOS ANGELES","CA","90065","Los Angeles County","34.096957","-118.23293","44000","87","86","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147505","SILVERLAKE APARTMENTS","3740 EVANS ST","LOS ANGELES","CA","90027","Los Angeles County","34.106027","-118.273586","44000","88","79","2014","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147506","SOL Y LUNA APTS","2917 E FIRST ST","LOS ANGELES","CA","90033","Los Angeles County","34.040944","-118.203132","44000","53","51","2014","2012","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20147510","VILLA NUEVA APTS (LOS ANGELES)","658 676 S FERRIS AVE","LOS ANGELES","CA","","Los Angeles County","34.0217","-118.152","20802","21","20","2014","2014","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20150004","ANDRES DUARTE TERRACE II","1700 HUNTINGTON DRIVE","DUARTE","CA","91010","Los Angeles County","34.139446","-117.968504","19990","43","42","2015","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","476306"
"CAA20150010","AVENIDA CROSSING APARTMENTS","2317 WEST AVENUE J8","LANCASTER","CA","93536","Los Angeles County","34.68236","-118.170051","40130","77","76","2015","2015","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","375884"
"CAA20150015","CABRILLO FAMILY APARTMENTS","1640 CABRILLO AVE.","TORRANCE","CA","90501","Los Angeles County","33.832491","-118.314114","80000","44","43","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1150048"
"CAA20150016","CABRILLO GATEWAY","2000 SAN GABRIEL AVENUE","LONG BEACH","CA","90810","Los Angeles County","33.79371","-118.223823","43000","81","80","2015","2013","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","2319442"
"CAA20150017","CALDEN COURT APARTMENTS","8901 CALDEN AVENUE","SOUTH GATE","CA","90280","Los Angeles County","33.954552","-118.228806","73080","216","214","2015","2013","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","3408569"
"CAA20150020","CENTRAL AVENUE VILLAGE SQUARE","1060 EAST 53RD STREET","LOS ANGELES","CA","90011","Los Angeles County","33.994131","-118.257034","44000","45","44","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","394599"
"CAA20150026","FIGUEROA SENIOR HOUSING","5503 SOUTH FIGUEROA STREET","LOS ANGELES","CA","90037","Los Angeles County","33.992024","-118.282878","44000","66","65","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","4221258","0","258679"
"CAA20150033","HOLLENBECK TERRACE APARTMENTS","610 S. ST. LOUIS STREET","LOS ANGELES","CA","90023","Los Angeles County","34.03885","-118.217284","44000","97","96","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1153937"
"CAA20150035","JEFFERSON TOWNHOMES / CUNNINGHAM VILLAGE","1693 WEST JEFFERSON BLVD.","LOS ANGELES","CA","90016","Los Angeles County","34.025677","-118.30595","44000","65","64","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","655208"
"CAA20150039","LAS BRISAS APARTMENTS","4339 ELIZABETH STREET","CUDAHY","CA","90201","Los Angeles County","33.963943","-118.191531","17498","100","99","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","530777"
"CAA20150042","LAUREL VILLAGE","9700 LAUREL CANYON BOULEVARD","LOS ANGELES","CA","91331","Los Angeles County","34.245562","-118.417878","44000","80","79","2015","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","602978"
"CAA20150044","LONG BEACH + 21ST APARTMENTS","2114 LONG BEACH BOULEVARD","LONG BEACH","CA","90806","Los Angeles County","33.795609","-118.189073","43000","41","40","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1192699"
"CAA20150051","NAVY VILLAGE (AKA BLUE BUTTERFLY VILLAGE)","2213 BLUE BUTTERFLY WAY","LOS ANGELES","CA","90732","Los Angeles County","33.77723","-118.301052","44000","74","73","2015","2013","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2673764","0","0","1765267"
"CAA20150053","NORTHWEST MANOR I","985 N. RAYMOND AVENUE","PASADENA","CA","91103","Los Angeles County","34.162788","-118.149247","56000","44","44","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","361621"
"CAA20150056","ONE WILKINS PLACE APARTMENTS","1071 EAST 48TH STREET","LOS ANGELES","CA","90011","Los Angeles County","34.000438","-118.256877","44000","18","17","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","1499461","0","182727"
"CAA20150059","PATH VILLAS AT DEL REY (AKA COURTLEIGH VILLAS)","11738 COURTLEIGH DRIVE","LOS ANGELES","CA","90066","Los Angeles County","33.998673","-118.417469","44000","23","22","2015","2013","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","270000","0","0","541447"
"CAA20150064","ROBERTA STEPHENS VILLAS I + II","1035 EAST 27TH STREET","LOS ANGELES","CA","90011","Los Angeles County","34.018078","-118.255693","44000","40","39","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","Yes","No","No","0","1723388","0","328709"
"CAA20150066","ROYAL VISTA TERRACE","1310 ROYAL OAKS DRIVE","DUARTE","CA","91010","Los Angeles County","34.143095","-117.976872","19990","75","74","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","403863"
"CAA20150075","STEP UP ON COLORADO","520 COLORADO AVENUE","SANTA MONICA","CA","90401","Los Angeles County","34.014515","-118.490683","70000","34","32","2015","2013","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","677983"
"CAA20150081","TEAGUE TERRACE (AKA EAGLE VISTA)","4260 EAGLE ROCK BLVD.","LOS ANGELES","CA","90065","Los Angeles County","34.122253","-118.223754","44000","56","55","2015","2013","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","1773961","0","0","598125"
"CAA20150083","THE EXCHANGE AT GATEWAY APARTMENTS","10562 SANTA FE DRIVE","EL MONTE","CA","91731","Los Angeles County","34.073235","-118.044338","22230","132","131","2015","2013","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2500000","0","0","2091546"
"CAA20150085","THE SIX (AKA CARONDELET APARTMENTS)","811 S. CARONDELET STREET","LOS ANGELES","CA","90057","Los Angeles County","34.056363","-118.282547","44000","52","50","2015","2013","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1089512"
"CAA20150091","VERMONT MANZANITA","1225 S. VERMONT AVENUE","LOS ANGELES","CA","90006","Los Angeles County","34.048661","-118.291806","44000","40","39","2015","2013","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","882370"
"CAA20150092","VERMONT VILLAS","16304 S. VERMONT AVENUE","LOS ANGELES","CA","90247","Los Angeles County","33.883354","-118.291125","44000","79","80","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1250427"
"CAA20150100","WHITTIER PLACE HOUSING","4125 WHITTIER BLVD.","LOS ANGELES","CA","90023","Los Angeles County","34.024094","-118.181831","20802","25","24","2015","2013","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","1165425","0","0","764973"
"CAA20150101","WILLIAM PENN MANOR","7025 FRIENDS AVENUE","WHITTIER","CA","90602","Los Angeles County","33.978091","-118.034063","85292","75","74","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","403585"
"CAA20151009","CRENSHAW FAMILY APARTMENTS","5110 CRENSHAW BLVD.","LOS ANGELES","CA","90043","Los Angeles County","33.996284","-118.330379","44000","32","31","2015","2013","Non-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","775066"
"CAA20151025","PLAYA SENIOR AFFORDABLE HOUSING","12481 W. FIELDING CIRCLE","LOS ANGELES","CA","90094","Los Angeles County","33.978791","-118.411838","44000","83","82","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","1628616"
"CAA20151028","SEA MIST TOWERS","1451 ATLANTIC AVENUE","LONG BEACH","CA","90813","Los Angeles County","33.784723","-118.185224","43000","75","74","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","574599"
"CAA20151029","THE BERENDOS","226 BERENDO STREET","LOS ANGELES","CA","90004","Los Angeles County","34.069969","-118.293964","44000","72","70","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","544510"
"CAA20151030","THE PARK PLAZA","960 W. 62ND PLACE","LOS ANGELES","CA","90044","Los Angeles County","33.982621","-118.290886","44000","79","78","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","475301"
"CAA20151034","VERNON FAMILY APARTMENTS","4675 EAST 52ND DRIVE","VERNON","CA","90058","Los Angeles County","33.991197","-118.179824","82422","45","44","2015","2013","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","807053"
"CAA20151035","VETERAN VILLAGE OF GLENDALE","327 SALEM STREET","GLENDALE","CA","91203","Los Angeles County","34.149113","-118.259201","30000","44","43","2015","2013","For-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","0","0","0","1248348"
"CAA20152003","BALDWIN PARK TRANSIT CENTER APARTMENTS","14332 EAST RAMONA BOULEVARD","BALDWIN PARK","CA","91706","Los Angeles County","34.086051","-117.96148","3666","70","69","2015","2014","For-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","1900000","0","0","1522725"
"CAA20152011","MARTHA BRYANT MANOR","8300 SOUTH HOOVE STREET MAIL BOX 309","LOS ANGELES","CA","90044","Los Angeles County","34.0997","-118.3313","","77","76","2015","2014","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","587320"
"CAA20152016","WILSHIRE MANOR","616 SOUTH NORMANDIE AVENUE","LOS ANGELES","CA","90005","Los Angeles County","34.062635","-118.300155","44000","283","280","2015","2014","Non-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","2118869"
"CAA20156273","EXCHANGE AT GATEWAY APARTMENTS","10562 SANTA FE DR","EL MONTE","CA","91731","Los Angeles County","34.073235","-118.044338","22230","132","131","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156275","HARDING AVE APTS","124 HARDING AVE","SAN FERNANDO","CA","91340","Los Angeles County","34.287368","-118.442015","66140","29","28","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156277","LONG BEACH & 21ST APTS","2114 LONG BEACH BLVD","LONG BEACH","CA","90806","Los Angeles County","33.795609","-118.189073","43000","41","40","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156280","PATH VILLAS AT DEL REY","11734 COURTLEIGH DR","LOS ANGELES","CA","90066","Los Angeles County","33.998701","-118.417447","44000","23","22","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156283","THE SIX","811 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","34.056363","-118.282547","44000","52","50","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156286","VERMONT VILLAS","16304 S VERMONT AVE","GARDENA","CA","90247","Los Angeles County","33.883354","-118.291125","44000","79","78","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156287","WHITTIER PLACE HOUSING (SITE A)","4125 WHITTIER BLVD","LOS ANGELES","CA","90023","Los Angeles County","34.024094","-118.181831","20802","25","24","2015","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20156288","WILLIAM PENN MANOR","7025 FRIENDS AVE","WHITTIER","CA","90602","Los Angeles County","33.978091","-118.034063","85292","75","74","2015","2014","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20160005","BELLFLOWER FRIENDSHIP MANOR","9550 OAK STREET","BELLFLOWER","CA","90706","Los Angeles County","33.884481","-118.129895","4982","144","143","2016","2015","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1032050"
"CAA20160022","GATEWAY APARTMENTS","13368 BEACH AVENUE","LOS ANGELES","CA","90292","Los Angeles County","33.991532","-118.44345","44000","21","20","2016","2014","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","1071261","0","0","573269"
"CAA20160029","HOLT + HAMILTON FAMILY APARTMENTS","934 W. HOLT AVENUE","POMONA","CA","91768","Los Angeles County","34.061842","-117.765454","58072","62","61","2016","2014","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1557010"
"CAA20160033","LDK SENIOR APARTMENTS","900 CRENSHAW BLVD.","LOS ANGELES","CA","90019","Los Angeles County","34.056294","-118.321854","44000","67","65","2016","2014","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","7687337","0","0","859346"
"CAA20160057","PALOMA TERRACE","5000 S. MAIN STREET","LOS ANGELES","CA","90037","Los Angeles County","33.997414","-118.273756","44000","59","58","2016","2014","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1741073"
"CAA20160078","THE GROVES","700 EAST MOUNTAIN STREET","PASADENA","CA","91104","Los Angeles County","34.161401","-118.136188","56000","44","42","2016","2015","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","477490"
"CAA20160085","WINNETKA SENIOR APARTMENTS","20750 SHERMAN WAY","WINNETKA","CA","91306","Los Angeles County","34.200817","-118.585537","44000","95","94","2016","2014","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","947682"
"CAA20161009","BEVERLY PARK SENIOR APARTMENTS","1071 S. LA CIENEGA BLVD.","LOS ANGELES","CA","90035","Los Angeles County","34.057411","-118.376372","44000","49","48","2016","2015","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","648474"
"CAA20161012","CEDAR SPRINGS APARTMENTS","1319 PALOMARES AVE","LA VERNE","CA","91750","Los Angeles County","34.102374","-117.787272","40830","35","34","2016","2014","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","2227876","0","0","963114"
"CAA20161013","CITYVIEW APARTMENTS (FKA BRETHREN MANOR)","3333 PACIFIC PLACE","LONG BEACH","CA","90806","Los Angeles County","33.817724","-118.195367","43000","296","279","2016","2015","Non-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","931835"
"CAA20161017","DUARTE MANOR APARTMENTS","1235 NORTH HIGHLAND AVENUE","DUARTE","CA","90266","Los Angeles County","34.138633","-117.966816","19990","42","40","2016","2015","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","347021"
"CAA20161018","E VICTOR VILLA","555 WEST 92ND STREET","LOS ANGELES","CA","90040","Los Angeles County","33.95298","-118.284295","44000","46","45","2016","2015","Non-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","295084"
"CAA20161023","HCHC RECAP I","1924 N. ARGYLE STREET","LOS ANGELES","CA","90068","Los Angeles County","34.1126","-118.3284","44000","68","65","2016","2015","Non-Profit Sponsor","30% Present Value Credit","Yes","Status Not Available","No","No","1996000","0","0","410744"
"CAA20161024","HANCOCK GARDENS","303 SOUTH VAN NESS AVENUE","LOS ANGELES","CA","90020","Los Angeles County","34.068489","-118.315356","44000","66","65","2016","2015","Non-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","868523"
"CAA20161025","HERITAGE SQUARE","762 N. FAIR OAKS AVENUE","PASADENA","CA","91103","Los Angeles County","34.159008","-118.150392","56000","70","69","2016","2014","For-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","1400000","0","0","1476589"
"CAA20161026","IMMANUEL PLACE (FKA IMMANUEL SENIOR HOUSING)","3215 EAST 3RD STREET","LONG BEACH","CA","90814","Los Angeles County","33.768241","-118.154347","43000","25","24","2016","2014","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","1650000","0","0","617482"
"CAA20161034","MARMION WAY APARTMENTS","3500 MARMION WAY","LOS ANGELES","CA","90065","Los Angeles County","34.086744","-118.214348","44000","49","48","2016","2014","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","5157260","0","0","781693"
"CAA20161037","MOSAIC GARDENS AT MONTEREY PARK","534 N. CHANDLER AVE.","MONTEREY PARK","CA","91754","Los Angeles County","34.068265","-118.131923","48914","31","30","2016","2014","For-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","834833","0","0","623052"
"CAA20161038","MOSAIC GARDENS AT WILLOWBROOK","2213 EAST EL SEGUNDO BLVD","COMPTON","CA","90222","Los Angeles County","33.916439","-118.233395","85614","61","60","2016","2015","For-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","5162340","0","0","837327"
"CAA20161048","REGENCY COURT APARTMENTS","720 FIFTH AVENUE COURT","MONROVIA","CA","91016","Los Angeles County","34.143715","-118.019917","48648","115","114","2016","2014","Non-Profit Sponsor","30% Present Value Credit","Yes","Status Not Available","No","No","898986","0","0","411888"
"CAA20161051","SANTA CECILIA APARTMENTS","117 S. BOYLE AVENUE","LOS ANGELES","CA","90033","Los Angeles County","34.046538","-118.220025","44000","79","78","2016","2014","For-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","2164784"
"CAA20161054","SELMA COMMUNITY HOUSING","1605 N CHEROKEE AVENUE","LOS ANGELES","CA","90028","Los Angeles County","34.099828","-118.335227","44000","66","65","2016","2014","For-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","1892212"
"CAA20161055","SILVER STAR APARTMENTS (FKA WEST VILLAS)","6558 WEST BOULEVARD","LOS ANGELES","CA","90043","Los Angeles County","33.979641","-118.335007","44000","49","48","2016","2015","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","10000","0","0","1050836"
"CAA20161061","THE PASEO AT CALIFORNIAN","1901 W. 6TH STREET","LOS ANGELES","CA","90057","Los Angeles County","34.058591","-118.27234","44000","53","52","2016","2014","For-Profit Sponsor","30% Present Value Credit","Yes","Status Not Available","No","No","2600000","0","0","726467"
"CAA20161063","THREE OAKS FKA NEWHALL AVENUE APARTMENTS","23610 NEWHALL AVENUE","SANTA CLARITA","CA","91321","Los Angeles County","34.369506","-118.512349","69088","30","29","2016","2015","Non-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","959368"
"CAA20161064","TIKI APARTMENTS","7306 SANTA FE AVENUE","HUNTINGTON PARK","CA","90255","Los Angeles County","33.973805","-118.230038","83402","36","35","2016","2015","Non-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","2043080"
"CAA20165371","BLOSSOM PLAZA","900 N BROADWAY","LOS ANGELES","CA","90012","Los Angeles County","34.063948","-118.237296","44000","54","53","2016","2013","Status Not Available","Information Not Available","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","",""
"CAA20170004","5400 HOLLYWOOD FAMILY APARTMENTS","5400 HOLLYWOOD BOULEVARD","LOS ANGELES","CA","90027","Los Angeles County","34.101576","-118.307208","44000","40","39","2017","2014","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","1950000","0","0","1325087"
"CAA20170010","AMERICAN GOLD STAR MANOR","3080 GOLD STAR DR.","LONG BEACH","CA","90810","Los Angeles County","33.813552","-118.215621","43000","348","337","2017","2015","Non-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","3146547"
"CAA20170012","ANTELOPE VALLEY APARTMENTS","43460 32ND STREET WEST","LANCASTER","CA","93536","Los Angeles County","34.67223","-118.187883","40130","121","120","2017","2015","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","694453"
"CAA20170034","ICON ON ROSECRANS","14135 CERISE AVENUE","HAWTHORNE","CA","90250","Los Angeles County","33.902697","-118.333216","32548","127","126","2017","2014","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","1877038"
"CAA20170037","MIRAGE TOWN HOMES","5221 SOUTH WESTERN AVENUE","LOS ANGELES","CA","90062","Los Angeles County","33.994569","-118.309133","44000","21","20","2017","2015","For-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","494479"
"CAA20170041","OLIVERA SENIOR APARTMENT (FKA DUDLEY ST SENIOR APTS)","600 S. DUDLEY STREET","POMONA","CA","91766","Los Angeles County","34.053343","-117.773031","58072","84","83","2017","2015","For-Profit Sponsor","70% Present Value Credit","No","Status Not Available","No","No","0","0","0","1349474"
"CAA20170045","PANAMA HOTEL APARTMENTS","403 E 5TH STREET","LOS ANGELES","CA","90013","Los Angeles County","34.044634","-118.244616","44000","72","71","2017","2015","Non-Profit Sponsor","70% Present Value Credit","Yes","Status Not Available","No","No","4479380","0","0","993299"
"CAA20170047","PILGRIM TOWER APARTMENTS","1207 SOUTH VERMONT AVENUE","LOS ANGELES","CA","90006","Los Angeles County","34.048966","-118.29181","44000","111","108","2017","2015","For-Profit Sponsor","30% Present Value Credit","No","Status Not Available","No","No","0","0","0","1079216"
"CAA20170050","SEASONS II SENIOR APARTMENTS","21309 BLOOMFIELD AVENUE","LAKEWOOD","CA","90715","Los Angeles County","33.835546","-118.06363","39892","85","83","2017","2015","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","551750"
"CAA20172002","E. BOYD ESTERS MANOR","1101 NORTH CENTRAL AVE","COMPTON","CA","90220","Los Angeles County","33.9048","-118.2483","15044","50","49","2017","2017","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","0","0","0","422559"
"CAA20173001","COSTA AZUL SENIOR APARTMENTS","10829 FULTON WELLS AVE.","SANTA FE SPRINGS","CA","90670","Los Angeles County","33.93405","-118.076406","69154","280","56","2017","2017","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","211798"
"CAA20180005","LA VILLA PUENTE APARTMENTS","17351 MAIN STREET","LA PUENTE","CA","91744","Los Angeles County","34.013577","-117.924778","40340","121","120","2018","2017","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1782787"
"CAA20181002","127TH STREET APARTMENTS","550 WEST 127TH STREET","LOS ANGELES","CA","90044","Los Angeles County","33.917449","-118.284531","44000","85","84","2018","2016","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","827405"
